Id;R;RM;Nome;Squadra;Qt.A;Qt.I;Diff.;Qt.A M;Qt.I M;Diff.M;FVM;FVM M
7253;D;Dc;Bella-Kotchap;Verona;4;6;-2;4;6;-2;11;11
5168;D;"Ds;E";Tsimikas;Roma;4;4;0;4;4;0;9;9
7274;D;Dc;Zè Pedro;Cagliari;4;4;0;4;4;0;9;9
2006;D;"B;Dd;E";Lirola;Verona;4;4;0;4;4;0;10;10
7352;D;Dc;Edmundsson;Verona;4;2;2;4;2;2;10;10
6896;D;"Dd;E";Van Der Brempt;Como;3;4;-1;3;4;-1;8;8
322;D;Dc;De Vrij;Inter;3;9;-6;3;9;-6;9;9
7175;D;E;Joao Mario;Bologna;3;8;-5;3;7;-4;11;11
5273;D;"Ds;E";Estupinan;Milan;3;11;-8;3;11;-8;9;9
5840;D;"Ds;E";Olivera;Napoli;3;10;-7;3;10;-7;9;9
7011;D;Dc;Slotsager;Verona;3;2;1;3;2;1;10;10
7235;D;Dc;Troilo;Parma;3;6;-3;3;6;-3;13;13
7240;D;Dc;Siebert;Lecce;3;5;-2;3;5;-2;10;10
7260;D;Dc;Ziolkowski;Roma;3;3;0;3;3;0;10;10
7268;D;"Ds;Dc";Rodriguez Ju.;Cagliari;3;1;2;3;1;2;10;12
7326;D;"Dd;Dc";Helland;Bologna;3;4;-1;3;4;-1;7;7
7335;D;Dc;Zatterstrom;Genoa;3;4;-1;3;4;-1;8;8
5498;D;Dc;Casale;Bologna;2;4;-2;2;4;-2;7;7
2653;D;"Ds;E";Lykogiannis;Bologna;2;5;-3;2;5;-3;10;10
6230;D;Dc;Dossena;Cagliari;2;4;-2;2;4;-2;10;10
1891;D;"Dd;Dc";Ceccherini;Cremonese;2;4;-2;2;4;-2;8;10
791;D;"Dd;Ds;E";Sabelli;Genoa;2;5;-3;2;5;-3;10;12
2525;D;"B;Dd;E";Darmian;Inter;2;4;-2;2;5;-3;7;8
294;D;Dc;Rugani;Fiorentina;2;3;-1;2;3;-1;10;10
327;D;"Dd;Dc";Patric;Lazio;2;4;-2;2;4;-2;5;6
7182;D;"Ds;E";Ndaba;Lecce;2;1;1;2;1;1;8;8
6809;D;Dc;Marianucci;Torino;2;3;-1;2;3;-1;12;12
5481;D;"Dd;Ds;E";Mazzocchi;Napoli;2;3;-1;2;3;-1;7;10
7140;D;Dc;Coppola F.;Pisa;2;1;1;2;1;1;4;4
2279;D;Dc;Romagna;Sassuolo;2;4;-2;2;4;-2;8;8
252;D;"Ds;E";Biraghi;Torino;2;8;-6;2;8;-6;5;5
6957;D;Dc;Valentini N.;Verona;2;4;-2;2;4;-2;9;9
6992;D;"B;Dd;E";Oyegoke;Verona;2;2;0;2;2;0;4;5
7222;D;"Dd;Ds;E";Cham;Verona;2;1;1;2;1;1;6;6
6870;D;Dc;Faye;Cremonese;2;4;-2;2;4;-2;5;5
6665;D;"Dd;Ds;E";Coulibaly W.;Sassuolo;2;3;-1;2;4;-2;4;6
388;D;Dc;Albiol;Pisa;2;5;-3;2;5;-3;9;9
7325;D;Dc;Bozhinov;Pisa;2;2;0;2;2;0;9;9
7356;D;Dc;Mlacic;Udinese;2;3;-1;2;3;-1;8;8
487;D;"Dd;E";De Silvestri;Bologna;1;4;-3;1;4;-3;8;8
418;D;Dc;Goldaniga;Como;1;4;-3;1;4;-3;6;6
6977;D;Dc;Otoa;Genoa;1;2;-1;1;2;-1;9;9
5899;D;Dc;Gigot;Lazio;1;4;-3;1;4;-3;3;3
140;D;"Dd;Ds;E";Hysaj;Lazio;1;3;-2;1;3;-2;4;4
6883;D;Dc;Jean;Lecce;1;3;-2;1;3;-2;3;3
7164;D;"Dd;Dc";Perez M.;Lecce;1;1;0;1;1;0;2;2
7156;D;"Ds;E";Pieragnolo;Sassuolo;1;2;-1;1;2;-1;3;3
5994;D;"Ds;Dc";Ebosse;Torino;1;4;-3;1;5;-4;8;10
7196;D;Dc;Denoon;Pisa;1;2;-1;1;2;-1;4;4
7202;D;Dc;Ndiaye;Parma;1;4;-3;1;4;-3;8;8
6985;D;"Ds;Dc";Candè;Sassuolo;1;6;-5;1;6;-5;5;7
7238;D;Dc;Kouadio;Fiorentina;1;1;0;1;1;0;1;1
6351;D;"Dd;Ds;E";Lamptey;Fiorentina;1;4;-3;1;5;-4;5;5
5156;D;"Ds;E";Nkounkou;Torino;1;3;-2;1;3;-2;8;8
7271;D;Dc;Odogu;Milan;1;2;-1;1;2;-1;5;5
7312;D;"Ds;E";Arizala;Udinese;1;1;0;1;1;0;1;1
6149;D;"Ds;E";Carboni F.;Parma;1;2;-1;1;2;-1;4;4
7346;D;"Dd;E";Raterink;Cagliari;1;1;0;1;1;0;1;1
7353;D;Dc;Pedro Felipe;Sassuolo;1;1;0;1;1;0;3;3
2423;C;"T;A";Pulisic;Milan;29;28;1;29;28;1;240;240
6875;C;"T;A";Paz N.;Como;27;20;7;27;20;7;257;257
2194;C;"M;C";Calhanoglu;Inter;25;23;2;25;24;1;207;227
152;C;"C;T";Zielinski;Inter;25;4;21;25;4;21;57;57
4777;C;"C;T";McTominay;Napoli;24;26;-2;24;26;-2;204;204
2379;C;"C;T";Rabiot;Milan;24;23;1;24;23;1;138;138
2167;C;"W;A";Orsolini;Bologna;21;30;-9;21;29;-8;179;179
2606;C;C;Modric;Milan;21;12;9;21;12;9;81;81
2766;C;"T;A";Zaniolo;Udinese;20;11;9;19;10;9;78;78
7126;C;T;Baturina;Como;19;9;10;18;8;10;41;41
1933;C;"M;C";Mandragora;Fiorentina;19;14;5;19;14;5;76;86
4973;C;"M;C";McKennie;Juventus;18;10;8;18;11;7;126;146
2517;C;T;De Bruyne;Napoli;18;23;-5;18;22;-4;70;70
6908;C;C;Atta;Udinese;18;6;12;18;6;12;61;61
4427;C;"C;T";Malinovskyi;Genoa;17;8;9;17;8;9;55;55
5422;C;"E;W";Zalewski;Atalanta;17;6;11;17;6;11;28;28
4892;C;"E;W";Saelemaekers;Milan;17;12;5;18;14;4;77;77
6666;C;C;Bernabè;Parma;17;11;6;17;11;6;36;36
5687;C;T;Vlasic;Torino;17;15;2;17;14;3;75;75
6151;C;"M;C";Perrone;Como;16;8;8;16;9;7;40;45
5800;C;"T;A";Gudmundsson A.;Fiorentina;16;24;-8;16;23;-7;70;70
4220;C;"M;C";Zambo Anguissa;Napoli;16;15;1;17;16;1;60;70
5589;C;"M;C";Konè M.;Roma;16;14;2;16;15;1;45;50
6717;C;"M;C";Konè I.;Sassuolo;16;6;10;16;7;9;40;45
2765;C;"T;A";Odgaard;Bologna;15;16;-1;15;15;0;25;25
4404;C;"C;T";Thorsby;Cremonese;15;5;10;15;5;10;15;15
1870;C;C;Barella;Inter;15;14;1;15;14;1;53;53
333;C;"M;C";Cataldi;Lazio;15;5;10;15;5;10;26;31
6398;C;"W;A";Isaksen;Lazio;15;14;1;15;14;1;37;37
4199;C;"C;T";Loftus-Cheek;Milan;15;8;7;15;8;7;23;23
6831;C;"W;A";Neres;Napoli;15;13;2;15;13;2;35;35
2077;C;"C;T";Pasalic;Atalanta;14;9;5;14;9;5;30;30
5036;C;"C;T";Caqueret;Como;14;12;2;14;12;2;13;13
827;C;"M;C";Locatelli;Juventus;14;12;2;14;13;1;47;52
6884;C;"W;A";Conceicao;Juventus;14;18;-4;14;17;-3;36;36
5504;C;"M;C";Coulibaly L.;Lecce;14;7;7;14;8;6;21;26
779;C;"M;C";Cristante;Roma;14;9;5;14;9;5;35;40
530;C;"C;T";Pellegrini Lo.;Roma;14;11;3;14;11;3;31;31
1976;C;"M;C";Mazzitelli;Cagliari;14;5;9;14;5;9;15;20
7314;C;"C;T";Taylor K.;Lazio;14;14;0;14;14;0;37;37
4364;C;T;Gaetano;Cagliari;13;8;5;13;7;6;18;15
5559;C;"C;W;T";Da Cunha;Como;13;12;1;13;13;0;33;36
5562;C;"M;C";Thuram K.;Juventus;13;16;-3;13;17;-4;45;50
632;C;"W;A";Zaccagni;Lazio;13;26;-13;12;25;-13;50;50
5453;C;"M;C";Ricci S.;Milan;13;10;3;13;11;2;13;15
6684;C;"C;T";Ekkelenkamp;Udinese;13;10;3;13;10;3;26;26
5792;C;"M;C";Ederson D.S.;Atalanta;12;15;-3;12;16;-4;35;40
4947;C;"C;T";Brescianini;Fiorentina;12;8;4;12;8;4;26;26
7133;C;"W;T";Vandeputte;Cremonese;12;12;0;12;12;0;12;14
4970;C;"C;W";Messias;Genoa;12;8;4;12;8;4;10;10
2529;C;"C;T";Mkhitaryan;Inter;12;9;3;12;9;3;21;21
4711;C;"E;W";Kostic;Juventus;12;4;8;12;5;7;14;14
5813;C;"C;T";Miretti;Juventus;12;5;7;12;5;7;20;20
5674;C;C;Basic;Lazio;12;1;11;12;1;11;21;21
5844;C;"C;T";Thorstvedt;Sassuolo;12;8;4;12;8;4;24;24
2839;C;"W;A";Sottil;Lecce;12;11;1;12;10;2;16;16
5119;C;T;Samardzic;Atalanta;11;12;-1;11;11;0;18;15
4486;C;"W;A";Strefezza;Parma;11;10;1;11;10;1;31;31
6020;C;"C;W";Ellertsson;Genoa;11;5;6;11;5;6;14;16
7070;C;C;Sucic P.;Inter;11;9;2;11;9;2;16;16
6015;C;"C;T";Berisha M.;Lecce;11;3;8;11;3;8;20;20
4287;C;"M;C";Lobotka;Napoli;11;9;2;11;10;1;25;30
5735;C;"W;T";Volpato;Sassuolo;11;5;6;11;5;6;14;14
6640;C;W;Felici;Cagliari;10;6;4;10;5;5;10;10
4465;C;C;Fagioli;Fiorentina;10;8;2;10;8;2;32;32
5791;C;"M;C";Frendrup;Genoa;10;9;1;10;10;0;23;28
4686;C;"M;C";Fofana Y.;Milan;10;11;-1;10;12;-2;21;26
6898;C;"M;C";Keita M.;Parma;10;6;4;10;7;3;15;18
2334;C;W;Leris;Pisa;10;2;8;10;2;8;13;13
6190;C;C;Pisilli;Roma;10;7;3;10;7;3;16;16
6815;C;W;Fadera;Sassuolo;10;6;4;10;5;5;15;12
6458;C;C;Serdar;Verona;10;5;5;10;5;5;10;10
2528;C;"M;C";Matic;Sassuolo;10;4;6;10;5;5;17;22
7318;C;"C;T";Gandelman;Lecce;10;6;4;10;6;4;18;18
5651;C;W;Harrison;Fiorentina;10;10;0;10;10;0;22;22
22;C;"M;C";De Roon;Atalanta;9;12;-3;9;13;-4;32;37
5298;C;"M;C";Pobega;Bologna;9;8;1;8;9;-1;16;21
5301;C;"E;W";Luis Henrique;Inter;9;7;2;9;7;2;21;23
536;C;W;Politano;Napoli;9;15;-6;9;14;-5;20;20
7146;C;"E;M";Tourè I.;Pisa;9;6;3;9;7;2;24;29
5888;C;"C;T";Casadei;Torino;9;12;-3;9;12;-3;22;22
6680;C;"M;C";Karlstrom;Udinese;9;6;3;9;6;3;18;23
7223;C;"W;T";Vergara;Napoli;9;1;8;9;1;8;27;29
6844;C;"W;T";Rowe;Bologna;9;14;-5;9;14;-5;23;25
5761;C;W;Zhegrova;Juventus;9;19;-10;9;19;-10;11;11
6054;C;"M;C";Moro N.;Bologna;8;3;5;8;3;5;11;16
184;C;"W;A";Bernardeschi;Bologna;8;9;-1;8;8;0;18;18
5318;C;"W;T";Tramoni M.;Pisa;8;12;-4;8;12;-4;20;23
7028;C;C;Bernede;Verona;8;4;4;8;4;4;14;14
7331;C;"M;C";Loyola;Pisa;8;7;1;9;8;1;16;21
7351;C;"W;A";Santos A.;Napoli;8;7;1;7;6;1;20;20
6024;C;"M;C";Sulemana I.;Cagliari;7;4;3;7;4;3;10;11
6206;C;"C;T";Fabbian;Fiorentina;7;10;-3;7;10;-3;13;13
4870;C;"M;C";Adopo;Cagliari;7;5;2;7;6;1;14;15
6252;C;"C;T";Folorunsho;Cagliari;7;9;-2;7;9;-2;13;13
6294;C;"M;C";Ndour;Fiorentina;7;2;5;7;2;5;14;17
6394;C;"M;C";Ramadani;Lecce;7;6;1;7;7;0;13;16
6481;C;C;Payero;Cremonese;7;4;3;7;4;3;8;8
