Id;R;RM;Nome;Squadra;Qt.A;Qt.I;Diff.;Qt.A M;Qt.I M;Diff.M;FVM;FVM M
6010;C;"C;T";Fazzini;Empoli;6;6;0;6;6;0;12;12
6024;C;"M;C";Sulemana I.;Cagliari;6;3;3;6;2;4;20;10
6219;C;"M;C";Boloca;Sassuolo;6;6;0;6;7;-1;21;25
6532;C;E;Buchanan;Inter;6;5;1;7;7;0;15;15
6579;C;W;Mitrovic S.;Verona;6;5;1;6;5;1;9;9
333;C;"M;C";Cataldi;Lazio;5;7;-2;5;8;-3;20;25
1871;C;"M;C";Deiola;Cagliari;5;4;1;5;4;1;9;10
1987;C;"E;C";Jankto;Cagliari;5;7;-2;4;8;-4;12;15
2008;C;"M;C";Linetty;Torino;5;5;0;5;6;-1;19;19
2154;C;"W;T";Vignato;Salernitana;5;2;3;5;2;3;3;3
2857;C;"W;T";Traore' Hj.;Napoli;5;7;-2;5;6;-1;21;25
4662;C;"E;W";Weah;Juventus;5;10;-5;5;10;-5;23;23
4890;C;"M;C";Tameze;Torino;5;8;-3;5;9;-4;15;15
5295;C;C;Musah;Milan;5;9;-4;5;9;-4;21;21
5425;C;"C;T";Urbanski;Bologna;5;1;4;5;1;4;22;22
5457;C;C;Maleh;Empoli;5;5;0;5;4;1;15;15
5504;C;"M;C";Coulibaly L.;Salernitana;5;8;-3;5;9;-4;19;22
5998;C;W;Zerbin;Monza;5;1;4;5;1;4;22;22
6175;C;"M;C";Barrenechea;Frosinone;5;2;3;6;3;3;21;25
6222;C;"C;T";Rafia;Lecce;5;3;2;5;3;2;13;13
6394;C;"M;C";Ramadani;Lecce;5;6;-1;6;7;-1;23;28
6480;C;W;Tchatchoua;Verona;5;4;1;5;3;2;15;15
27;C;M;Grassi;Empoli;4;5;-1;4;5;-1;6;8
2543;C;C;Renato Sanches;Roma;4;13;-9;4;13;-9;14;14
4465;C;"C;T";Fagioli;Juventus;4;13;-9;4;13;-9;10;10
5286;C;"M;C";Akpa Akpro;Monza;4;3;1;4;3;1;17;17
5422;C;E;Zalewski;Roma;4;8;-4;4;9;-5;18;18
5813;C;"C;T";Miretti;Juventus;4;5;-1;4;5;-1;23;23
5880;C;"E;W";Ciurria;Monza;4;14;-10;4;15;-11;20;22
6232;C;"M;C";Makoumbou;Cagliari;4;5;-1;4;6;-2;22;25
6241;C;"C;W;T";Gelli;Frosinone;4;1;3;4;1;3;20;20
6402;C;"M;C";Cajuste;Napoli;4;7;-3;4;8;-4;17;20
6423;C;"M;C";Legowski;Salernitana;4;1;3;4;1;3;13;13
6492;C;"C;W;T";Ibrahimovic A.;Frosinone;4;1;3;4;1;3;15;20
6562;C;"M;C";Dani Silva;Verona;4;3;1;4;3;1;5;5
1978;C;"C;T";Sensi;Inter;3;7;-4;3;7;-4;10;10
4182;C;"C;T";Klaassen;Inter;3;9;-6;3;9;-6;18;18
4681;C;"M;C";Lopez M.;Fiorentina;3;8;-5;3;9;-6;17;20
5798;C;"M;C";Bohinen;Genoa;3;4;-1;3;4;-1;10;14
5879;C;"T;A";Vignato S.;Monza;3;1;2;3;1;2;10;10
5949;C;"W;T";Lindstrom;Napoli;3;15;-12;3;15;-12;20;25
6170;C;C;Gineitis;Torino;3;1;2;3;1;2;4;4
6246;C;"M;C";Lipani;Sassuolo;3;1;2;3;1;2;5;5
6410;C;"M;C";Kaba;Lecce;3;5;-2;3;6;-3;18;20
6448;C;T;Martegani;Salernitana;3;4;-1;3;3;0;18;15
694;C;W;Baez;Frosinone;2;3;-1;2;3;-1;14;14
4272;C;M;Dendoncker;Napoli;2;6;-4;2;6;-4;14;14
4349;C;"M;C";Nicolussi Caviglia;Juventus;2;2;0;2;2;0;10;10
4501;C;"M;C";Obiang;Sassuolo;2;3;-1;2;3;-1;3;3
4870;C;"M;C";Adopo;Atalanta;2;2;0;2;2;0;4;5
5674;C;C;Basic;Salernitana;2;4;-2;2;4;-2;23;23
6191;C;"M;C";Belahyane;Verona;2;1;1;2;1;1;1;1
6393;C;"W;T";Infantino;Fiorentina;2;5;-3;2;6;-4;9;12
6420;C;"C;T";Pagano;Roma;2;1;1;2;1;1;1;1
6582;C;"C;W";Gomis I.;Salernitana;2;3;-1;2;3;-1;5;5
26;C;"W;T";Gomez;Monza;1;12;-11;1;11;-10;10;10
65;C;T;Mancosu;Cagliari;1;7;-6;2;6;-4;15;10
303;C;"C;T";Pogba;Juventus;1;12;-11;1;12;-11;10;10
666;C;C;Machin;Monza;1;5;-4;2;4;-2;6;5
2183;C;"W;T";Garritano;Frosinone;1;3;-2;1;3;-2;11;15
2692;C;W;Castillejo;Sassuolo;1;5;-4;1;4;-3;22;22
4725;C;M;Demme;Napoli;1;1;0;1;1;0;8;8
5298;C;C;Pobega;Milan;1;5;-4;1;4;-3;11;11
6190;C;C;Pisilli;Roma;1;1;0;1;1;0;1;1
6203;C;"M;C";Belardinelli;Empoli;1;2;-1;1;2;-1;3;3
6254;C;"M;C";Joselito;Verona;1;1;0;1;1;0;1;1
6507;C;C;Nonge;Juventus;1;1;0;1;1;0;1;1
6563;C;T;Popovic;Monza;1;1;0;1;1;0;5;5
2764;A;Pc;Martinez L.;Inter;41;37;4;41;37;4;450;450
309;A;A;Dybala;Roma;35;30;5;35;30;5;330;330
2137;A;Pc;Scamacca;Atalanta;32;25;7;32;25;7;330;330
4200;A;Pc;Giroud;Milan;31;24;7;31;24;7;320;320
4661;A;Pc;Osimhen;Napoli;31;43;-12;31;43;-12;340;340
4871;A;Pc;Thuram;Inter;31;23;8;31;23;8;320;320
4730;A;A;Lookman;Atalanta;29;26;3;29;26;3;250;250
2841;A;Pc;Vlahovic;Juventus;27;28;-1;27;28;-1;350;350
4510;A;A;Rafael Leao;Milan;27;31;-4;27;31;-4;200;200
608;A;Pc;Zapata D.;Torino;26;19;7;26;19;7;210;210
4179;A;A;Gonzalez N.;Fiorentina;26;15;11;26;15;11;125;125
5086;A;Pc;Zirkzee;Bologna;26;11;15;25;10;15;230;230
2002;A;A;Chiesa;Juventus;25;17;8;25;17;8;100;100
5839;A;A;Kvaratskhelia;Napoli;25;31;-6;25;31;-6;190;190
531;A;A;Berardi;Sassuolo;24;30;-6;24;30;-6;50;50
5734;A;"W;A";Soule';Frosinone;24;4;20;24;5;19;85;85
2531;A;Pc;Lukaku;Roma;23;31;-8;23;31;-8;260;260
6227;A;Pc;Okafor;Milan;21;16;5;21;15;6;35;25
6228;A;Pc;Retegui;Genoa;20;23;-3;20;23;-3;65;55
441;A;Pc;Belotti;Fiorentina;19;9;10;20;8;12;60;50
2038;A;Pc;Pinamonti;Sassuolo;19;13;6;19;12;7;110;110
6145;A;A;Ngonge;Napoli;19;12;7;19;12;7;23;23
6215;A;Pc;Lucca;Udinese;19;6;13;19;5;14;80;70
5297;A;A;Luvumbo;Cagliari;18;8;10;18;8;10;41;41
5471;A;Pc;Djuric;Monza;18;9;9;18;8;10;55;55
6409;A;Pc;Beltran L.;Fiorentina;18;16;2;18;16;2;60;50
6439;A;Pc;Cheddira;Frosinone;18;11;7;18;11;7;42;32
785;A;Pc;Immobile;Lazio;16;32;-16;16;32;-16;150;150
2369;A;A;Thauvin;Udinese;16;11;5;16;11;5;41;41
2475;A;A;Sanchez;Inter;16;15;1;16;15;1;21;21
4268;A;Pc;Arnautovic;Inter;16;23;-7;16;23;-7;35;25
6060;A;A;Lauriente';Sassuolo;15;21;-6;15;21;-6;40;40
4359;A;Pc;Piccoli;Lecce;14;7;7;14;6;8;22;12
4371;A;A;Raspadori;Napoli;14;10;4;14;10;4;25;25
5506;A;A;Ekuban;Genoa;14;1;13;14;1;13;21;11
5795;A;Pc;Azmoun;Roma;14;13;1;13;12;1;27;17
6556;A;"W;A";Noslin;Verona;14;4;10;14;5;9;55;65
382;A;Pc;Niang;Empoli;13;6;7;13;6;7;55;45
2438;A;Pc;Jovic;Milan;13;14;-1;12;13;-1;28;18
4436;A;A;Cambiaghi;Empoli;13;12;1;13;12;1;27;27
5672;A;Pc;Dia;Salernitana;13;26;-13;13;26;-13;10;10
5882;A;A;Mota;Monza;13;11;2;13;11;2;33;33
6164;A;Pc;Vitinha O.;Genoa;13;14;-1;13;14;-1;20;10
6226;A;Pc;Castellanos;Lazio;13;13;0;14;12;2;50;50
479;A;Pc;Sanabria;Torino;12;24;-12;12;24;-12;50;50
2012;A;Pc;Milik;Juventus;12;18;-6;12;17;-5;30;20
5311;A;Pc;Shomurodov;Cagliari;12;13;-1;12;13;-1;22;12
5500;A;A;Cancellieri;Empoli;12;5;7;12;5;7;25;25
6229;A;Pc;Toure' E.;Atalanta;12;16;-4;12;15;-3;30;20
6398;A;A;Isaksen;Lazio;12;12;0;12;12;0;25;25
6434;A;A;Yildiz;Juventus;12;1;11;12;1;11;30;30
6435;A;Pc;Krstovic;Lecce;12;11;1;12;11;1;47;47
2762;A;A;Kouame';Fiorentina;11;9;2;11;9;2;13;13
6207;A;A;Almqvist;Lecce;11;10;1;11;10;1;20;20
537;A;A;Sansone;Lecce;10;7;3;10;7;3;18;18
1939;A;Pc;Lapadula;Cagliari;10;15;-5;10;15;-5;27;17
4923;A;Pc;Colombo;Monza;10;10;0;10;9;1;15;10
6001;A;A;Banda;Lecce;10;8;2;10;8;2;20;20
6580;A;Pc;Swiderski;Verona;10;8;2;10;8;2;26;16
247;A;Pc;Pavoletti;Cagliari;9;4;5;9;3;6;23;13
643;A;A;Defrel;Sassuolo;9;9;0;9;9;0;10;10
505;A;A;Bonazzoli;Verona;8;7;1;8;7;1;26;16
1997;A;Pc;Simy;Salernitana;8;1;7;8;1;7;18;10
2544;A;Pc;Abraham;Roma;8;15;-7;8;15;-7;45;45
2765;A;Pc;Odgaard;Bologna;8;4;4;8;4;4;22;12
5336;A;Pc;Nzola;Fiorentina;8;23;-15;8;23;-15;15;10
306;A;Pc;Cerri;Empoli;7;7;0;7;7;0;13;10
2489;A;A;Pedro;Lazio;7;12;-5;7;12;-5;21;21
2819;A;Pc;Caputo;Empoli;7;15;-8;7;15;-8;20;10
5505;A;Pc;Kaio Jorge;Frosinone;7;1;6;7;1;6;21;11
5637;A;Pc;Davis K.;Udinese;7;10;-3;7;10;-3;20;20
2103;A;Pc;Pellegri;Torino;5;8;-3;5;7;-2;14;10
5515;A;Pc;Okereke;Torino;5;8;-3;5;8;-3;24;24
5529;A;Pc;Henry;Verona;5;12;-7;5;11;-6;15;10
6549;A;A;Pierotti;Lecce;5;2;3;5;2;3;7;7
6572;A;Pc;Castro S.;Bologna;5;4;1;5;4;1;9;9
6584;A;Pc;Weissman;Salernitana;5;4;1;5;4;1;19;10
383;A;Pc;Petagna;Cagliari;4;13;-9;4;13;-9;15;10
2097;A;Pc;Kean;Juventus;4;11;-7;4;10;-6;15;10
5676;A;A;Success;Udinese;4;7;-3;4;7;-3;13;13
6214;A;Pc;Cuni;Frosinone;4;4;0;4;3;1;10;5
6425;A;Pc;Ikwuemesi;Salernitana;4;1;3;4;1;3;14;14
2061;A;Pc;Simeone;Napoli;3;13;-10;3;12;-9;18;10
5806;A;A;Seck;Frosinone;3;3;0;3;3;0;16;20
6213;A;Pc;Brenner;Udinese;3;11;-8;3;10;-7;15;15
472;A;Pc;Destro;Empoli;2;1;1;2;1;1;4;4
1958;A;A;Caprari;Monza;2;14;-12;2;14;-12;15;15
5364;A;A;Caso;Frosinone;2;6;-4;2;6;-4;9;9
6205;A;Pc;Mulattieri;Sassuolo;2;11;-9;2;10;-8;10;5
6395;A;Pc;Shpendi S.;Empoli;2;1;1;2;1;1;8;8
6459;A;A;Karlsson;Bologna;2;11;-9;2;11;-9;12;12
6558;A;A;Tavsan;Verona;2;3;-1;2;3;-1;10;10
2119;A;A;Deulofeu;Udinese;1;14;-13;1;14;-13;12;12
5776;A;A;Ceide;Sassuolo;1;1;0;1;1;0;5;5
6204;A;A;Kvernadze;Frosinone;1;3;-2;1;3;-2;6;6
6242;A;A;Bidaoui;Frosinone;1;1;0;1;1;0;1;1
6418;A;Pc;Burnete;Lecce;1;1;0;1;1;0;2;2
6419;A;A;Corfitzen;Lecce;1;1;0;1;1;0;1;1
6490;A;Pc;Cruz;Verona;1;3;-2;1;3;-2;8;8
6519;A;Pc;Camarda;Milan;1;1;0;1;1;0;1;1
6530;A;"W;A";Ghedjemis;Frosinone;1;1;0;1;1;0;12;13
6565;A;Pc;Ankeye;Genoa;1;2;-1;1;2;-1;5;5
6583;A;A;Kabic;Torino;1;1;0;1;1;0;1;1
